country_id,year,200101,200144,200151,200343,200345,DT.TDS.DECT.GN.ZS,NY.GDP.DEFL.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.CN,NY.GDP.MKTP.KD,NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.KN,NY.GDP.MKTP.PP.CD,NY.GDP.MKTP.PP.KD,NY.GDP.PCAP.CD,NY.GDP.PCAP.CN,NY.GDP.PCAP.PP.CD,NY.GDP.PCAP.PP.KD,NY.GNP.MKTP.CN,NY.GNP.PCAP.CD,NY.GNP.PCAP.CN,NY.GNP.PCAP.PP.CD,PA.NUS.ATLS,PA.NUS.FCRF,PA.NUS.PPP,PA.NUS.PPPC.RF,PA.NUS.PRVT.PP,SH.DYN.AIDS.ZS,SP.DYN.IMRT.IN,SP.DYN.LE00.IN,SP.DYN.TFRT.IN,SP.POP.GROW,SP.RUR.TOTL.ZS,XTGOV.IMF,NY.GDP.DEFL.ZS_growth,NY.GDP.MKTP.CD_growth,NY.GDP.MKTP.CN_growth,NY.GDP.MKTP.KD_growth,NY.GDP.MKTP.KD.ZG_growth,NY.GDP.MKTP.KN_growth,NY.GDP.MKTP.PP.CD_growth,NY.GDP.MKTP.PP.KD_growth,NY.GDP.PCAP.CD_growth,NY.GDP.PCAP.CN_growth,NY.GDP.PCAP.PP.CD_growth,NY.GDP.PCAP.PP.KD_growth,time_period
LKA,1970,12510.353399863017,2459.6363951823955,513.0116786402061,4949.67980294608,4476.379665538452,3.1418046187945667,1.0285837237586928,2364450704.556525,14056162209.226686,9930661850.668095,3.837698266871232,1316810868748.7778,127321552377.3065,150018837279.8727,185.29281303858068,1115.180071274706,6374.343733089602,7705.284714164952,12617660882.208075,173.29516133035875,1045.793610940591,6446.262680622712,5.873627069611657,6.000735876118119,27.724142928232155,0.27697417749704195,28.26337418683526,0.10157273057070165,53.56802756510732,64.50745579359385,4.353003795744904,2.1637375415892977,83.44559324225759,707546339172.7544,0.714743338644927,1.4955040521424108,1.3455403571079418,0.8253379891527897,-66.26144524814627,0.8281879208956127,0.0,0.0,0.4732479853608626,0.32282264400957933,0.0,0.0,1970-Q1
LKA,1970,12156.727024322647,2429.47446669856,516.0248870922376,5038.727602534057,4528.277938046545,3.2123780993766626,1.0206684476343624,2363152575.2287865,14066929642.176493,9868062061.4849,3.884776607400585,1332153566903.088,129223385814.71904,154130755622.16428,186.82627586340735,1103.9512607778272,6289.671110818888,7525.169852382433,12845386068.446905,170.6152822113658,1026.5637699045394,6395.8776391325855,5.986933220456744,5.949432546416305,27.425373979164384,0.2778697272425806,28.60760242338325,0.10026052897948208,51.79675712087047,65.99346972865501,4.295127255812964,2.1847395518950408,81.81461803530303,723870012861.5507,0.714743338644927,1.4955040521424108,1.3455403571079418,0.8253379891527897,-66.26144524814627,0.8281879208956127,0.0,0.0,0.4732479853608626,0.32282264400957933,0.0,0.0,1970-Q2
LKA,1970,12545.556864549988,2434.95121707268,513.6177143858691,4900.0010280638635,4516.011815430572,3.226778451495447,1.0416336445297396,2319966279.8554077,13850896555.691364,9880012956.875774,3.890635167768455,1363479150680.5308,129607948758.70755,151790705957.76648,188.2598226235103,1114.4817246737134,6289.440428312981,7732.224065575708,12919683890.466969,168.0884431966215,1048.707906145808,6339.149542383486,5.944090022820625,5.8739643331820615,27.42943127660529,0.27651386985288984,29.193019845281334,0.0981565024906875,53.11464844118261,66.82418507117549,4.383328009103176,2.1332949239291126,80.8288758809156,725625042060.916,0.714743338644927,1.4955040521424108,1.3455403571079418,0.8253379891527897,-66.26144524814627,0.8281879208956127,0.0,0.0,0.4732479853608626,0.32282264400957933,0.0,0.0,1970-Q3
LKA,1970,12618.5905098821,2424.619980997098,504.7463193672388,5031.526384571804,4579.791505944594,3.1565615493216743,1.0287132101993388,2315303326.077496,13880516675.410385,9749636990.601326,3.829454181777744,1352710867078.7385,125296354698.66504,151875679847.17575,185.78993970023365,1115.9015163254958,6370.582420461213,7584.935674362365,12635873405.32609,169.2157409315731,1020.9151477554858,6218.519292424267,6.042157596653656,5.870806114889714,26.926578134675587,0.27036109397816294,28.39040302193803,0.09830931334747695,51.959455627580205,64.3281505462148,4.244110239760813,2.1897052466565445,81.89840543515491,704701618171.3386,0.714743338644927,1.4955040521424108,1.3455403571079418,0.8253379891527897,-66.26144524814627,0.8281879208956127,0.0,0.0,0.4732479853608626,0.32282264400957933,0.0,0.0,1970-Q4
LKA,1971,12659.629750316411,2427.312135837141,509.13816426314986,5069.750678851356,4597.8836515186285,3.026644646333911,1.0607650165944584,2400987714.8064,14310450696.715961,10011292420.42221,1.3087510289113662,1327998515296.5212,125673175534.07411,149432693983.07687,183.71763298868666,1102.561225041418,6315.437621887524,7718.350699642182,12827016328.539562,168.32902789136327,1028.3594898217236,6330.93792779602,5.903017793553909,5.839010157756966,26.9544327542306,0.26994738293212045,28.305365764729274,0.09943793605619382,51.949900613946724,66.83912760614511,4.293571110965712,2.132370727556657,81.41295158547172,706595099231.6823,0.714743338644927,1.4955040521424108,1.3455403571079418,0.8253379891527897,-66.26144524814627,0.8281879208956127,0.0,0.0,0.4732479853608626,0.32282264400957933,0.0,0.0,1971-Q1
LKA,1971,12437.19489885562,2400.869696058656,526.2622500903545,5014.540170248856,4488.053987881129,3.060631986508406,1.022793383909591,2341480689.3622937,14159811286.444794,9781908093.587187,1.3015021832984601,1331216973641.4956,126681352395.36015,150215050216.9967,185.44239239292858,1104.6600886921126,6533.641530628703,7613.73102887521,12807605644.408758,171.68307490809704,1035.9936616289872,6395.148049386475,5.865476684592614,5.907893773746291,26.76606012344757,0.2784946224801659,28.758446158834914,0.09880340668308074,52.97571742321238,65.74280861262865,4.3152555494704705,2.111196809577165,83.64833751585387,722476917878.972,0.7049906344647365,1.5080398443138432,1.3368156528319854,0.8522302908165434,-66.45703844078356,0.8334542084395661,0.0,0.0,0.484287061464902,0.3209182546645438,0.0,0.0,1971-Q2
LKA,1971,12594.3908171667,2460.0910435641567,515.6214203114904,4968.716987118508,4493.145961234948,3.030868822894311,1.050111255004526,2388463859.450583,14298159836.747465,9967132811.357206,1.3049696848617616,1332492110210.4949,126744342270.27425,148272343351.06055,184.89673983261656,1098.1120130155168,6397.128929723964,7475.855072082706,12648953971.557135,169.6617634102734,1017.9525008244666,6379.520437598711,5.9087180088895845,6.018385049431649,26.945774540294714,0.2751419178021592,28.275674887038026,0.09963844929657573,51.75145737875992,66.70452804751828,4.170176524118118,2.1330823975598103,83.22982701810582,707705312427.5131,0.7059311276591674,1.496775369393367,1.3178019571945403,0.8513446673723417,-66.08468304178652,0.8375586183496533,0.0,0.0,0.4726933926063382,0.31923385309367797,0.0,0.0,1971-Q3
LKA,1971,12758.1435200497,2404.403762211856,520.9117582544309,4929.430603882812,4585.052368369598,3.0223918827246385,1.0269046496862508,2334860310.7760544,14077858220.272017,9885201015.26832,1.3105828410625613,1346006855795.1936,128904646359.25813,151476463253.77118,190.27963266853473,1119.4177321978837,6412.683776012187,7703.019809376205,12663030998.625792,169.6766688452589,1036.3122345226514,6436.153297826501,5.832466420095589,5.884681653197155,27.13575524942107,0.27731600497200326,28.409310923471914,0.10126522478654712,53.11156951471597,64.8051401187949,4.19729260277462,2.1137622460949412,82.89878473078684,708579864291.0714,0.7147402069203856,1.5064747184539482,1.3180401339842187,0.8397288949980047,-66.91933625184832,0.831589198848476,0.0,0.0,0.47980503319261814,0.32197068700431797,0.0,0.0,1971-Q4
LKA,1972,12845.73513391676,2457.9052871953777,534.9646651892392,5049.498697597678,4689.922638657767,3.3240241727947226,1.1208924377416265,2554511544.455767,15448006414.980928,9790742172.637465,-0.4076892183625699,1338994601607.1812,128915463340.73073,154137279898.7772,196.93713178160456,1182.4184968368988,6309.627417530749,7714.839057276723,14201272459.374022,180.041509722227,1098.293796276435,6390.349999189825,5.887614467875801,5.901089703305465,27.523025318416103,0.27123071380975383,28.964077539073646,0.09945097942624369,52.78408527485684,64.91830057006716,4.217502462735283,2.00238104940815,80.73643681913623,717887601797.9296,9.029788436537709,7.768046360251982,8.45954509831281,-0.41375801861736866,-131.0818479696927,-0.4112129483314441,0.0,0.0,5.559552082913618,6.4400288238610495,0.0,0.0,1972-Q1
LKA,1972,12928.664471279613,2463.421739035184,537.6953575658455,5024.746671282318,4644.778383219319,3.2114992010370376,1.1437010957524238,2586489561.412795,15039256522.210451,10054849413.127882,-0.4076219809610562,1335859718097.309,126141382112.42935,150729154515.73233,195.2634675089661,1169.134096444597,6324.11835724631,7643.29907347489,14068184478.393324,178.0826770482937,1087.0045804486033,6241.518158826128,5.957088685015036,5.892164734665039,27.128827056086656,0.2783456268731031,28.564756872527624,0.09982316547693836,52.15292478417793,65.76441586240105,4.172137542843226,2.0153663300868527,82.11381160476436,709150609415.7982,8.819698644313812,7.899824369085806,8.662266871685244,-0.4058980605573199,-131.22762840430642,-0.4137907805686258,0.0,0.0,5.552292192912275,6.297246317563961,0.0,0.0,1972-Q2
LKA,1972,12857.653869558973,2508.577108211694,544.7613537622057,5121.168004707729,4720.92435622289,3.2480088410637378,1.1377812794906874,2600498439.758647,14992922606.893589,9906567082.7241,-0.40455281240979496,1334021532335.0586,125938006305.9847,151206051894.79077,195.55786790622898,1178.4795363483718,6463.531424377723,7594.231105446742,13872594807.336761,177.1304647434571,1091.9259833600158,6241.350471404769,5.961280963375812,6.074482166983462,27.53617374334281,0.27404213468585137,28.278403807693113,0.09950482359282052,51.96388826627679,66.15766462307806,4.186657009941813,2.057207755614226,82.02769003453174,713555050401.5481,8.840279070658967,7.896654045403418,8.542699287263863,-0.41328844561813594,-133.94051101309594,-0.41618277941158205,0.0,0.0,5.680170950758073,6.30194766150569,0.0,0.0,1972-Q3
LKA,1972,12729.741546686533,2515.6803956374324,532.9465517333477,5076.648396213192,4630.059488383497,3.325256857338689,1.1184396755796842,2533965208.2692027,15421130858.705917,9917402313.58844,-0.4032318035487004,1343324251581.585,129004511637.54948,151393150975.43933,196.7690461168433,1186.7676433559432,6346.409395340223,7625.444104120568,14078839706.724728,180.88801855617896,1105.3251803407943,6376.522374069672,6.067810336940103,5.961743740911916,27.153124338430963,0.2756377773670152,28.92625019669685,0.1018247869137339,52.87272667424371,65.82629798931985,4.071113224012664,2.055550797288482,82.3347657651117,713901222929.1946,8.795935750145496,7.656014172351177,8.555022668393233,-0.40950475032348693,-130.17002355833816,-0.40950527663286995,0.0,0.0,5.516152217994559,6.32980332367051,0.0,0.0,1972-Q4
LKA,1973,13207.360998170581,2548.276270119422,547.5516337734833,5118.232787957399,4851.082312371569,3.0043958391545735,1.3040687055207063,2894957404.74946,18260012799.11023,10606602387.05004,7.115508756509831,1443234626080.463,126734605265.0645,152528278442.14832,215.50047069097633,1375.1434000519396,6375.423984327117,7717.567244185827,17057837813.633425,209.67064613354066,1263.0734447395691,6302.786064770893,6.34540645251192,6.525527248755117,27.695035563370123,0.2719924897949401,28.57781321467746,0.10070598151552208,51.13818571464422,66.5052543633668,4.069588495770476,1.9613293804918248,81.04269012655804,724054436373.3046,12.518133728397155,12.470929025042144,20.358580938246245,7.137548003001696,-1849.5346968865913,6.969267784050175,0.0,0.0,10.535233799653529,18.6673512359674,0.0,0.0,1973-Q1
